Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,ytd,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State
260,456680.KS,Asset Management,72.6,90.0,3.0,17.4,22.2,18.1,49.4,85.6,,,,72.6,33.0,-88.2,1.4,-22.5,-12.4,108.6,258.0,140.0,17.5,317.1,8,3.5,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
261,STT,Custody Banks & Asset Management,30.6,85.4,-8.9,1.4,5.5,11.4,19.3,33.4,45.8,50.7,59.4,30.6,46.8,-60.4,1.5,-12.3,-9.5,171.0,176.0,181.0,29.22,317.82,-8,-2.2,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
262,AEP,Electric Utilities,-19.5,47.7,1.5,-6.0,0.5,5.1,8.4,16.1,20.2,11.4,-3.5,-19.5,33.7,-67.3,1.6,0.0,-45.6,119.8,236.0,250.0,59.69,318.09,4,-1.0,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
263,VTR,Healthcare REITs,7.3,74.5,-4.9,-3.2,-0.7,3.0,8.9,17.1,29.6,35.3,32.5,7.3,33.5,-67.0,1.4,-12.9,-10.7,147.7,195.0,203.0,20.07,318.27,-2,-1.5999999999999996,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
264,GNRC,Electrical Equipment,85.9,19.8,0.4,11.6,21.8,42.1,49.9,48.7,50.7,6.1,0.1,85.9,673.8,-58.8,2.3,-47.8,-21.4,226.2,124.0,129.0,44.63,318.83,51,15.399999999999999,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL
265,HPE,Hardware & Equipment,24.6,88.5,9.1,9.8,22.2,22.8,29.4,33.1,35.0,42.1,50.7,24.6,35.0,-67.1,1.6,-33.1,-9.1,165.0,178.0,183.0,29.22,319.82,14,4.200000000000001,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION
266,TEL,Electronic Components,-13.1,34.0,-7.0,-6.7,-10.1,-13.3,-8.5,2.3,0.9,-6.1,-6.1,-13.1,51.0,-45.6,1.6,0.0,-33.9,127.2,222.0,234.0,73.53,320.33,3,-0.8999999999999986,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
267,LEN,Residential Construction,-101.1,0.5,0.4,-6.3,-17.0,-23.8,-32.6,-50.6,-64.4,-71.5,-77.9,-101.1,109.4,-102.3,2.1,0.0,2459.7,39.2,427.0,445.0,95.67,320.47,-12,315.0999999999999,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
268,MCHP,Semiconductors,-9.5,56.9,6.8,22.3,24.0,39.3,43.3,30.5,8.3,-7.7,-12.5,-9.5,64.3,-105.7,1.8,0.0,-31.1,130.9,218.0,230.0,77.97,320.77,53,25.5,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
269,NEM,Gold Mining,53.0,68.1,-3.3,-7.3,-10.9,0.0,26.9,71.9,90.1,68.1,53.1,53.0,127.4,-105.8,1.7,-3.2,-29.1,193.4,151.0,157.0,37.06,321.26,-6,-1.9000000000000021,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
270,CDW,Technology,-90.9,4.1,-0.5,1.2,3.2,-3.2,-18.5,-38.2,-57.1,-76.3,-92.4,-90.9,116.6,-99.4,2.8,0.0,262.8,49.5,402.0,421.0,89.36,323.56,2,-71.69999999999999,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL
271,ACHR,Aerospace & Defense,-40.3,8.2,0.9,2.7,-14.1,-25.2,-40.5,-22.0,-25.2,-31.4,,-40.3,137.3,-87.4,1.5,0.0,37.9,19.4,473.0,298.0,60.0,323.8,6,6.099999999999998,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
272,DLR,Real Estate,-29.1,38.0,-5.6,-1.9,5.1,11.3,7.3,7.2,11.0,7.1,-9.9,-29.1,38.9,-70.1,1.6,0.0,-50.9,111.2,253.0,271.0,57.28,324.08,4,-2.8999999999999986,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
273,CSCO,Communications Equipment,33.1,87.8,5.5,6.4,10.5,14.9,22.7,41.1,42.3,39.9,32.8,33.1,47.5,-66.9,1.4,-15.0,-10.3,173.4,172.0,177.0,36.22,324.42,9,5.5,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
274,INTC,Semiconductors,82.1,100.0,1.5,61.4,95.6,128.1,235.1,273.6,224.9,181.1,124.8,82.1,82.6,-158.8,2.0,-118.4,-28.0,222.5,125.0,130.0,47.84,324.44,42,9.899999999999999,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER
275,ZS,Technology,-60.6,2.0,2.0,-3.2,-12.4,-29.3,-46.8,-51.0,-60.2,-79.8,-81.1,-60.6,408.1,-84.4,1.9,0.0,2796.4,41.6,424.0,340.0,123.25,325.25,3,-970.2999999999997,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING
276,DXCM,Healthcare,-91.1,0.3,-0.3,-9.3,-16.5,-14.2,-26.3,-41.8,-65.6,-91.6,-110.2,-91.1,399.3,-92.2,1.8,0.0,2571.4,49.3,403.0,422.0,111.31,326.31,-6,-164.5,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
277,DVN,Oil & Gas E&P,54.3,39.4,-1.1,-2.5,8.1,21.8,31.3,19.9,0.3,-5.7,105.5,54.3,286.9,-103.1,1.4,-18.7,19.8,194.7,150.0,156.0,74.0,327.0,-3,-2.3999999999999986,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
278,GDDY,Technology,-110.1,2.1,0.1,-0.8,-6.1,-19.8,-40.4,-58.1,-60.5,-66.2,-86.0,-110.1,129.1,-114.6,2.0,0.0,2353.8,30.3,447.0,466.0,94.29,327.69,2,-142.19999999999982,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL
279,CTVA,Agricultural Inputs,9.3,29.7,3.7,-3.5,0.9,10.5,7.8,11.2,6.4,-4.4,9.3,9.3,72.0,-65.1,1.7,0.0,-67.8,94.4,291.0,200.0,60.61,328.01,14,23.0,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
280,EXPE,Travel Services,-39.9,49.4,-1.1,-1.5,-0.8,-3.5,6.7,21.5,30.2,20.0,9.6,-39.9,18.5,-95.4,1.6,0.0,-58.2,100.4,274.0,296.0,53.14,333.14,11,3.3999999999999986,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
281,MO,Tobacco,11.9,88.3,-1.5,-1.0,2.7,12.0,10.0,20.1,33.0,38.9,47.9,11.9,23.0,-68.4,1.3,-11.9,-7.6,152.3,190.0,196.0,42.14,333.94,-65,3.9000000000000004,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL
282,BRK-B,Diversified Financial Services,-45.2,0.5,-0.3,-11.1,-9.4,-10.0,-16.6,-21.6,-25.9,-26.4,-27.9,-45.2,42.5,-45.3,2.4,0.0,20.4,94.2,293.0,312.0,94.58,333.98,13,16.2,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL
283,EOG,Oil & Gas E&P,-22.9,43.2,-0.7,-4.2,5.6,16.6,15.0,4.8,-6.5,-4.4,27.7,-22.9,74.9,-96.5,1.5,0.0,-27.3,117.4,239.0,256.0,85.59,335.39,11,1.8000000000000007,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
284,RF,Regional Banks,-23.2,26.4,-5.5,-2.5,-3.4,0.2,1.5,2.1,3.6,-10.8,-6.9,-23.2,47.5,-51.4,1.4,0.0,-68.1,117.1,242.0,258.0,66.24,335.84,-3,-17.499999999999993,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
285,0138Y0.KS,Korea ETF (My Portfolio),5.4,58.9,-9.0,6.5,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,10.0,-1.2,1.9,4.3,4.3,7.3,490.0,206.0,64.73,335.93,-18,0.0,,,,
286,EMR,Industrial Automation,-22.3,27.3,-8.0,-2.8,-7.1,-4.8,-4.8,-2.7,-2.3,-5.8,-6.0,-22.3,21.8,-38.3,1.6,0.0,-38.1,118.1,237.0,254.0,80.72,336.12,-3,-10.0,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
287,FOXA,Entertainment,-7.7,39.9,-6.3,-3.1,-4.8,-8.8,-7.6,5.1,15.6,8.3,-5.4,-7.7,10.2,-73.0,1.4,0.0,-51.0,79.7,318.0,223.0,65.88,336.88,-16,-12.600000000000001,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
288,T,Telecom Services,-37.0,44.8,-2.6,-8.6,-7.5,-4.3,-11.4,-3.4,8.1,13.6,-1.1,-37.0,30.9,-91.2,1.4,0.0,-30.6,103.4,268.0,290.0,72.79,337.19,-23,-3.700000000000003,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH
289,PAYX,Industrials,-97.7,1.4,-0.4,-4.5,-7.4,-14.0,-30.6,-43.3,-54.7,-70.6,-80.9,-97.7,70.8,-99.7,2.7,0.0,232.1,42.6,421.0,440.0,93.9,337.3,1,1.1999999999999886,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL
290,FANG,Oil & Gas E&P,20.9,63.1,-0.6,-1.7,8.0,18.5,23.9,6.7,-1.9,9.2,72.1,20.9,98.2,-109.7,1.3,-28.6,9.2,161.2,183.0,188.0,63.67,338.27,-1,-1.1000000000000014,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
291,UNH,Managed Healthcare,-80.2,13.6,-1.6,10.3,15.9,11.1,6.2,-25.9,-46.5,-67.9,-76.5,-80.2,128.7,-112.7,1.8,0.0,36.1,60.2,372.0,392.0,76.64,339.44,-5,-3.3999999999999986,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL
292,CRCL,,11.2,21.3,8.0,21.2,41.0,35.7,,,,,,11.2,213.2,-73.3,2.1,0.0,0.0,20.2,471.0,197.0,69.34,339.74,89,46.0,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
293,GD,Aerospace & Defense,-27.3,46.3,1.8,-4.5,-4.7,-3.4,-1.0,1.3,0.6,0.9,4.6,-27.3,19.3,-66.9,1.4,0.0,-31.1,113.0,246.0,265.0,86.09,341.49,68,44.6,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
294,PFG,Diversified Financial Services,-19.9,28.1,-1.3,0.4,0.8,5.7,8.9,3.2,-5.0,-13.9,-4.6,-19.9,75.3,-56.6,1.7,0.0,-49.1,120.5,234.0,252.0,84.55,343.35,3,-4.5,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
295,CB,Insurance - Property & Casualty,-22.3,36.8,-5.9,-6.7,-5.7,-1.3,-2.0,-5.8,-6.4,-5.5,-2.0,-22.3,25.9,-49.7,1.6,0.0,-15.2,118.1,237.0,254.0,98.85,344.65,-33,-5.699999999999999,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
296,CSX,Industrials,-0.3,38.2,-2.9,-1.2,3.4,11.1,17.6,15.8,5.3,-8.2,-18.0,-0.3,65.1,-59.9,2.8,0.0,-50.9,140.1,203.0,214.0,99.59,344.99,-8,-7.899999999999999,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
297,ALB,Specialty Chemicals,-26.7,35.3,1.2,-1.4,4.4,31.2,105.5,100.1,57.7,-1.0,5.5,-26.7,194.3,-146.7,2.8,0.0,-178.5,112.7,248.0,264.0,58.91,345.31,9,10.900000000000006,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
298,SUI-USD,Cryptocurrency,-94.8,5.9,0.3,-23.5,16.9,-0.9,-54.1,-91.4,,,,-94.8,287.9,-111.3,3.7,0.0,479.8,-68.9,560.0,431.0,84.67,345.67,1,0.0,NO_TREND,LOWER,MOMENTUM_DOWN,S5_TRASH
299,IT,Technology,-154.2,0.3,0.3,-6.1,-13.9,-27.2,-48.4,-73.1,-90.7,-108.5,-120.5,-154.2,136.5,-154.5,3.0,0.0,5713.3,-13.9,524.0,529.0,91.7,345.9,2,-166.19999999999982,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
300,LYB,Specialty Chemicals,-35.2,42.8,3.4,-2.9,20.2,40.0,35.6,4.1,-18.2,-27.5,-19.9,-35.2,80.7,-121.2,2.6,0.0,-16.0,105.1,267.0,287.0,87.23,346.03,18,2.1000000000000014,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
301,IVZ,Asset Management,-43.9,54.3,2.9,1.5,-0.8,2.1,21.5,37.1,39.3,19.0,21.0,-43.9,8.3,-104.9,1.9,0.0,-68.2,96.4,286.0,308.0,58.16,346.96,7,7.799999999999997,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER
302,QCOM,Semiconductors,3.8,34.5,4.0,20.5,21.7,13.5,10.4,-2.6,-6.0,-19.2,-21.4,3.8,125.7,-59.8,2.0,-27.2,34.2,144.1,199.0,207.0,81.67,347.07,-64,-127.10000000000001,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
303,DD,Specialty Chemicals,-44.4,49.2,10.7,1.1,0.9,11.2,30.4,28.5,25.3,20.7,13.0,-44.4,17.9,-103.7,2.6,0.0,-74.8,96.0,287.0,309.0,57.43,348.23,35,33.60000000000001,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
304,BKNG,Travel Services,-230.5,0.4,0.4,-105.8,-102.5,-102.5,-108.6,-117.6,-131.8,-150.6,-178.2,-230.5,73.4,-229.2,1.4,0.0,2785.4,-91.1,562.0,562.0,74.11,348.51,-2,0.7000000000002728,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
305,UNP,Railroads,-27.4,29.5,-5.1,-1.6,0.1,5.6,5.5,-1.5,-10.5,-22.5,-32.7,-27.4,54.8,-61.2,2.3,0.0,-41.8,113.0,246.0,266.0,86.91,348.91,-21,-10.499999999999996,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
306,CTRA,Oil & Gas E&P,-32.7,46.1,-2.0,-2.6,6.2,17.9,23.4,17.4,5.1,8.2,14.1,-32.7,47.1,-103.3,1.6,0.0,-56.6,107.6,259.0,277.0,77.32,349.32,-1,2.5,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
307,FOX,Broadcasting & Cable TV,-16.4,35.5,-6.1,-3.5,-5.6,-9.2,-8.8,2.0,11.6,3.6,-13.9,-16.4,4.0,-76.2,1.3,0.0,-66.1,71.0,334.0,239.0,66.08,349.48,-15,-16.499999999999993,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
308,EQIX,Data Center REITs,-25.9,41.5,-1.6,-1.6,7.4,18.4,17.6,9.6,-0.8,-10.3,-24.9,-25.9,57.8,-85.6,2.7,0.0,-40.2,114.4,244.0,262.0,93.69,353.29,-8,-4.0,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
309,NSC,Industrials,-20.1,29.1,-2.8,-1.2,-0.9,1.5,3.6,6.5,1.7,-15.2,-28.4,-20.1,59.6,-52.6,1.4,0.0,-63.5,120.3,235.0,253.0,87.46,353.46,-6,-14.200000000000003,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
310,FDX,Industrials,-28.5,50.5,-20.1,-8.9,-5.2,9.2,26.0,16.0,7.2,5.7,5.6,-28.5,34.1,-91.7,3.3,0.0,-44.6,111.8,250.0,268.0,89.7,354.1,-69,-18.1,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
311,JBHT,Airlines,-34.2,53.1,-5.6,0.4,3.9,14.8,35.6,28.3,9.3,-10.3,-14.3,-34.2,39.4,-116.6,2.8,0.0,-52.5,106.2,262.0,283.0,81.92,354.12,-13,-11.0,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH
312,MOH,Healthcare,-110.6,8.3,0.4,-11.2,-9.8,-13.6,-34.1,-54.8,-72.7,-91.0,-105.8,-110.6,210.5,-139.2,2.3,0.0,451.0,1.9,499.0,468.0,97.75,355.15,-5,0.0,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
313,EXPD,Air Freight & Logistics,-34.3,33.2,4.8,-0.4,-2.5,0.6,7.0,3.1,-9.0,-22.2,-28.7,-34.3,44.4,-72.8,2.1,0.0,-63.4,106.1,263.0,284.0,80.3,357.7,19,10.000000000000007,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
314,TTWO,Electronic Gaming & Multimedia,-30.4,12.2,4.3,2.5,0.4,-7.7,-14.9,-7.4,-9.5,-15.6,-38.0,-30.4,120.1,-50.9,1.4,0.0,-72.7,110.0,257.0,276.0,81.62,359.02,27,37.0,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL
315,HII,Aerospace & Defense,-47.9,45.7,-14.8,-18.7,-24.1,-15.8,-1.6,13.0,6.6,3.4,-8.9,-47.9,40.1,-121.3,1.9,0.0,-69.0,92.4,297.0,320.0,65.93,359.73,-67,-27.6,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
316,EVRG,Utilities,-42.0,36.7,-4.5,-6.4,-4.7,-1.2,1.1,10.6,13.7,1.8,-13.5,-42.0,19.6,-76.9,1.5,0.0,-87.1,98.4,281.0,303.0,70.49,360.49,-12,-14.199999999999989,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
317,WST,Healthcare,-39.8,13.3,2.1,7.4,15.2,11.1,13.2,-6.6,-30.9,-55.3,-63.2,-39.8,240.6,-82.2,1.5,0.0,-40.5,100.5,273.0,295.0,89.25,361.65,17,-0.8999999999999986,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL
318,IRDM,Satellite Communications,-25.8,31.0,-0.2,13.1,44.2,75.7,63.6,38.0,4.4,-32.3,-50.9,-25.8,235.3,-142.6,2.6,0.0,-110.8,114.5,243.0,261.0,85.29,361.69,22,7.200000000000003,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
319,VRSK,Industrials,-108.5,1.3,-2.4,-6.4,-12.9,-17.8,-34.4,-48.3,-60.4,-71.2,-90.7,-108.5,50.5,-110.1,2.5,0.0,102.5,31.9,445.0,462.0,98.18,365.18,1,-26.099999999999994,EARLY_UP,LOWER,NEUTRAL,S0_NEUTRAL
320,PLD,Industrial REITs,-29.5,18.0,-2.4,-3.2,-2.7,0.5,6.3,1.1,-12.1,-30.6,-39.9,-29.5,112.7,-60.3,1.8,0.0,-107.2,110.8,255.0,273.0,85.62,366.42,-8,-22.60000000000001,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
321,KEY,Financials,-42.7,33.9,-2.7,-1.7,-1.6,3.5,7.0,9.4,23.0,-0.1,-9.8,-42.7,40.9,-88.1,1.4,0.0,-96.3,97.6,284.0,306.0,74.82,367.22,-12,-13.0,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
322,NXPI,Semiconductors,0.3,55.6,-2.2,18.8,21.4,27.0,25.1,12.0,2.1,-5.6,2.1,0.3,56.6,-69.4,1.8,-66.6,-8.3,140.7,202.0,211.0,67.08,367.88,14,33.0,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL
323,KEI,Unknown,-17.2,10.0,-1.2,-0.6,-4.8,-7.3,-15.1,,,,,-17.2,11.8,-20.3,2.3,0.0,0.0,-4.1,508.0,243.0,81.21,368.21,1,0.0,STRONG_DOWN,LOWER,MOMENTUM_UP,S4_BOTTOMING
324,UAL,Industrials,-71.4,30.9,3.5,-5.6,-10.3,-12.1,-9.6,3.6,16.5,19.6,-4.2,-71.4,37.9,-119.5,1.3,0.0,-121.7,69.0,342.0,366.0,49.56,368.36,19,11.100000000000009,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
325,SYK,Medical Devices,-82.7,0.4,0.4,-10.5,-18.6,-20.8,-29.7,-38.3,-47.0,-52.9,-66.7,-82.7,37.3,-82.8,2.1,0.0,19.4,57.7,377.0,398.0,95.19,369.79,-38,-31.6,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
326,CVX,Oil & Gas Integrated,-26.0,29.7,-1.8,-6.1,-2.5,6.7,10.7,7.1,-3.8,-8.5,-2.3,-26.0,68.2,-65.3,1.9,0.0,-73.8,114.3,245.0,263.0,97.82,370.62,-3,1.9000000000000057,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
327,VOO,Unknown,0.0,24.7,0.0,0.5,0.4,0.7,0.4,1.1,1.4,-0.3,-0.1,0.0,7.0,-2.3,1.6,-5.5,-4.6,126.4,223.0,212.0,71.04,370.84,0,0.0,,,,
328,LULU,Apparel Retail,-153.9,0.0,0.0,-15.7,-24.1,-29.3,-43.7,-65.7,-88.1,-112.3,-138.3,-153.9,274.1,-153.4,3.2,0.0,633.2,-13.5,522.0,527.0,102.19,372.79,-6,-202.79999999999995,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
329,LNT,Utilities,-45.3,22.2,-2.4,-5.3,-2.2,1.5,2.0,4.5,2.2,-10.4,-26.2,-45.3,29.7,-66.2,1.8,0.0,-156.1,95.0,289.0,313.0,70.73,373.93,1,-17.799999999999983,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
330,DTE,Electric Power Generation,-29.3,14.1,-15.7,-8.4,-5.8,-2.2,-6.5,-7.6,-10.4,-19.9,-26.0,-29.3,45.4,-41.1,2.0,0.0,-75.8,111.1,254.0,272.0,97.45,374.65,-34,-43.3,EARLY_UP,LOWER,MOMENTUM_DOWN,S5_TRASH
331,DAL,Industrials,-70.8,26.5,5.0,-1.7,0.5,2.7,11.9,10.1,12.4,11.1,-11.9,-70.8,13.2,-100.5,1.7,0.0,-186.5,69.5,339.0,363.0,52.47,377.27,25,56.69999999999999,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
332,TEAM,Technology,-155.2,0.5,0.5,-13.1,-33.7,-46.0,-64.7,-79.9,-96.8,-120.0,-146.3,-155.2,620.0,-158.3,2.5,0.0,6329.5,-18.2,532.0,532.0,122.51,378.11,10,0.0,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING
333,LHX,Aerospace & Defense,-28.7,33.3,-10.2,-14.4,-16.8,-9.6,-5.1,1.4,1.6,-13.0,-28.6,-28.7,63.3,-74.3,1.8,0.0,-58.6,111.6,251.0,269.0,107.63,378.43,-69,-25.1,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
334,J,Industrials,-40.8,12.5,8.6,0.7,-2.1,-4.8,-10.5,-14.9,-21.1,-33.5,-41.8,-40.8,52.0,-53.6,2.0,0.0,-41.9,99.6,278.0,301.0,102.7,378.5,45,253.29999999999998,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL
335,AMGN,Biotechnology,-33.7,27.7,-12.0,-16.6,-13.9,-6.7,-1.7,-4.0,-7.3,-9.4,-19.6,-33.7,33.9,-59.1,1.9,0.0,-60.6,105.7,264.0,282.0,101.89,378.69,-21,-21.6,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
336,DVA,Healthcare,-55.0,39.4,0.7,-1.4,7.8,16.3,6.4,-9.5,-10.6,-15.9,-24.5,-55.0,29.9,-109.4,2.1,0.0,-35.5,85.4,309.0,332.0,95.62,380.22,13,4.700000000000003,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
337,NOC,Aerospace & Defense,-33.5,10.5,-7.4,-16.2,-21.1,-15.3,-14.5,-14.3,-21.3,-26.6,-29.5,-33.5,77.9,-46.5,1.8,0.0,-58.6,106.8,261.0,280.0,105.93,380.93,-20,-30.8,STRONG_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
338,AEE,Utilities,-53.5,22.7,1.8,-7.5,-2.1,2.1,0.1,3.9,-0.3,-16.2,-34.7,-53.5,38.4,-79.9,1.6,0.0,-166.7,85.9,307.0,327.0,71.1,381.1,9,-2.799999999999983,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER
339,APD,Specialty Chemicals,-46.9,23.8,-1.5,-6.0,1.5,9.2,0.9,-10.2,-21.5,-32.8,-49.5,-46.9,72.8,-84.0,2.0,0.0,-56.6,92.5,296.0,317.0,94.38,381.78,-10,-8.0,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
340,GL,Insurance - Life,-55.2,50.0,-1.0,-0.1,1.5,4.4,3.2,13.2,0.3,-9.8,-25.0,-55.2,15.6,-125.1,1.2,0.0,-58.3,85.1,310.0,333.0,87.96,382.96,6,-2.3999999999999986,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
341,KO,Soft Drinks,-42.0,27.5,-2.5,-3.9,-3.1,1.6,0.2,-0.0,-4.1,-12.4,-21.9,-42.0,15.3,-63.0,1.8,0.0,-92.5,98.4,281.0,303.0,93.35,384.15,-8,-17.299999999999997,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
342,L,Financials,-39.0,28.5,-17.8,-8.1,-7.3,-5.8,-4.6,-2.7,-3.0,-2.2,-3.0,-39.0,9.9,-65.1,1.4,0.0,-84.2,101.4,271.0,293.0,98.74,384.34,-69,-47.900000000000006,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
343,NDSN,Industrials,-45.9,21.9,-4.4,-2.6,-3.8,3.9,9.2,1.1,-13.8,-30.1,-40.9,-45.9,48.0,-72.0,2.6,0.0,-129.0,94.4,291.0,315.0,85.26,384.86,-4,-19.400000000000006,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL
344,MNST,Beverages - Non-Alcoholic,-34.8,39.3,-4.2,-4.2,-8.9,-6.1,-2.0,5.6,-6.7,-13.5,-20.1,-34.8,35.7,-79.6,1.4,0.0,-57.0,105.6,265.0,285.0,110.31,385.91,-7,-12.700000000000003,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH
345,DUK,Electric Utilities,-45.4,23.7,-5.8,-7.1,-4.5,-1.0,-2.5,1.0,2.9,-6.4,-18.7,-45.4,12.9,-63.0,1.8,0.0,-130.0,95.0,289.0,314.0,87.01,386.41,-14,-31.599999999999994,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL
346,APA,Oil & Gas E&P,-56.3,39.8,4.6,-12.9,20.6,41.4,68.4,53.8,22.9,1.8,22.9,-56.3,62.8,-136.0,2.8,0.0,-136.3,83.1,313.0,335.0,77.96,387.56,11,11.799999999999983,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT
347,NWS,Entertainment,-59.8,12.5,-7.3,-4.9,-3.9,-5.4,-16.3,-22.8,-25.5,-29.8,-30.5,-59.8,36.0,-72.9,1.8,0.0,-55.1,80.5,317.0,339.0,94.84,390.04,-12,-25.1,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH
